gene,SI_P1,SI_P3,SI_P4,SI_P5,SI_P8,SI_N2,SI_N3,SI_N4,SI_N5,SI_N7,SI_N8
Cd83,2.98,21.33,16.47,38.69,7.62,8.26,14.31,57.62,17.06,9.12,11.49
Cd84,583.93,656.47,600.64,608.4,619.66,411.53,352.09,286.92,277.02,363.81,287.64
Cd86,60.1,125.04,94.11,75.31,97.51,27.03,24.95,60.24,35.96,34.04,23.43
Cd9,1478.47,2991.22,1885.64,2701.65,1715.07,2699.36,3621.65,2267.53,2737.21,2086.55,2358.35
Cdadc1,8.04,7.12,10.61,12.27,9.35,2.89,8.02,10.24,7.76,6.03,30.02
Cdan1,1.99,4.82,1.3,1.97,2.08,0,0.8,0.96,1.09,0.39,5.06
Cdc123,87.38,89.26,108.97,86.64,109.46,66.73,78.64,49.78,50.53,55.9,69.35
Cdc14a,8.69,8.34,5.77,9.95,14.55,6.12,6.82,8.96,6.3,8.49,9.39
Cdc16,11.59,7.68,5.48,6.33,11.21,9.67,7.55,3.46,7.7,9.22,4.34
Cdc23,13.42,3.22,8.01,9.41,4.17,6.22,2.2,5.71,5.06,5.31,6.88
Cdc26,27.42,45.05,27.08,41.3,26.23,26.39,36.27,29.12,43.13,7.76,35.65
Cdc27,17.96,17.87,8.95,11.35,19.87,17.69,12.05,9.36,8.75,10.33,9.93
Cdc34,30.13,31.2,40.5,36.35,42.47,33.53,24.17,24.32,38.97,25.43,27.54
Cdc37,41.8,61.48,63.29,52.04,67.26,61.62,82.73,84.48,49.85,65.19,97.66
Cdc37l1,22.84,13.77,19.09,25.72,19.29,14.78,13.77,11.82,20.82,5.89,17.41
Cdc40,17.48,21.04,18.45,26.66,21.05,10.06,11.95,12.53,17.67,18.67,20.92
Cdc42,557.71,779.21,597.49,770.66,666.79,731.82,866.6,722.45,708.23,633.89,627.57
Cdc42ep2,3.75,1.52,2.82,1.11,2.85,5.1,3.65,6.31,7.43,5.29,13.93
Cdc42ep3,16.63,11.32,20.46,5.76,22.91,8.3,16.7,12.77,4.82,11.1,7.36
Cdc42ep4,10.46,1.53,14.76,5.28,12.99,1.77,2.72,8.57,4.42,4.86,7.68
Cdc42se1,188.71,308.45,244.15,227.65,249.92,162.02,201.25,174.5,203.09,223.34,221.27
Cdc42se2,64.51,65.75,74.61,67.55,81.67,65.93,44.95,53.19,58.81,67.45,55.48
Cdc5l,50.73,70.58,64.77,46.25,47.26,31.97,35.56,45.08,41.44,36.86,54.5
Cdc73,20.19,21.57,18.74,14.84,22.45,16.15,10.64,20.39,18.22,20.4,24.51
Cdca4,11.75,28.69,13.86,20.33,12.88,20.43,27.71,10.26,17.1,17.75,11.01
Cdca7,8.66,17.16,10.35,5.83,30.34,9.27,11.73,16.8,6.21,4.64,19.53
Cdh17,35.18,37.11,30.78,64.21,73.06,20.07,7.55,12.97,3.26,4.19,7.9
Cdip1,182.06,170.66,140.07,168.97,161.24,151.86,103.7,143.36,99.19,92.38,91.13
Cdipt,47.98,90.5,62.79,93.88,43.75,56.89,47.57,55.65,56.64,67.6,44.84
Cdk10,10.88,19.28,26.61,12.74,34.88,11.52,16.81,23.52,22.62,9.8,27.05
Cdk11b,134.95,137.95,112.75,128.79,117.42,127.94,117.71,126.85,131.04,97.84,112.17
Cdk12,8.1,10,7.3,4.29,18.65,7.28,15.56,7.67,8.68,7.24,5.85
Cdk13,16.23,15.22,8.45,10.03,3.32,23.66,5.71,12.81,4.14,12.98,8.53
Cdk14,5.34,4.26,4.09,3.97,3.06,0.32,2.7,4.36,1.56,0.39,1.12
Cdk16,5.96,14.35,14.77,5.42,7.02,4.43,15.11,11.65,3.33,5.18,5.78
Cdk17,30.37,54.48,30.73,19.73,33.68,28.22,55.46,21.21,30.43,32.92,41.35
Cdk19,8.5,7.02,7.5,13.45,8.25,5.88,4.01,6.72,6.07,9.7,5.97
Cdk2,42.31,48.92,30.17,50.07,31.47,18.09,22,25.45,21.08,35.28,22.66
Cdk2ap1,37.26,32.66,21.41,26.24,12.7,13.17,27.18,13.12,22.58,14.52,16.51
Cdk2ap2,784.72,853.29,1036.34,943.63,896.63,979.44,973.27,1032.48,1107,918.56,985.33
Cdk4,3.97,12.45,27.57,9.96,21.77,26.83,22.87,21.28,13.21,13.8,18.18
Cdk5,17.92,11.76,16.07,10.63,12.87,20.17,15.11,11.57,16.57,9.42,14.72
Cdk5r1,0.43,1.38,0.14,0.26,0.77,2.87,2.64,2.46,2.46,1.99,2.38
Cdk5rap1,6.48,3.58,50.49,17.42,5.19,3.16,6.36,28.44,16.9,20.93,1.82
Cdk5rap2,4.06,5.19,5.79,1.5,2.64,0.71,8.57,2.27,0.67,1.89,2.17
Cdk5rap3,14.93,41.95,26.61,35.14,36.98,8.15,17.46,16.55,22.62,13.38,16.16
Cdk6,34.45,29.94,30.06,39.99,43.51,24.23,35.79,24,18.86,45.56,47.33
Cdk7,20.51,39.68,28.03,37.27,32.95,23.25,24.02,22.61,18.72,23.88,27.27
Cdk8,0.29,4.56,5.54,3.5,2.21,2,3.39,1.79,4.57,1.96,4.06
Cdk9,70.24,86.2,68.01,88.39,72.16,66.8,88.86,104.75,80.36,48.85,49.47
Cdkal1,6.52,6.87,5.55,10.24,7.89,8.06,8.74,28.12,7.37,4.49,7.53
Cdkn1a,557.06,170.69,270.82,211.58,175.24,273.14,281.07,444.26,265.1,244.54,304.97
Cdkn1b,52.53,28.92,43.06,27.54,47.96,24.08,14.9,31.49,30.16,40.44,42.74
Cdkn2aip,13.84,12.67,19.31,10.86,16.6,11.84,3.48,7.3,6.35,7.98,10.38
Cdkn2aipnl,28.83,35.89,23.15,34.02,47.54,15.64,11.07,42.68,25.24,40.27,33.76
Cdkn2d,39.71,38.99,55.12,40.19,34.64,48.51,39.63,65.06,64.49,65.15,82.97
Cdpf1,16.36,14.46,8.52,13.28,7.51,5.71,4.69,21.73,8.2,11.88,13.66
Cds2,23.07,20.34,15.12,23.46,23.63,16.95,17.74,27.19,18.99,22.86,21.16
Cdt1,11.29,19.36,32.29,16.94,13.43,8.16,12.11,12.87,6.37,9.02,8.94
Cdv3,33.27,43.21,42.27,32.23,36.92,31.12,33.01,42.38,32.77,29.71,32.62
Cdyl,5.61,5.78,5.01,9.65,9.34,2.88,1.79,9.75,2.6,12.97,8.04
Cdyl2,39.39,34.99,50.51,48.78,65.45,31.38,41.57,22.34,38.45,40.7,41.19
Ceacam1,16.67,8.58,23.8,11.14,9.01,8.88,11.36,22.24,4.18,3.33,5.63
Cebpb,34.72,12.78,10.85,19.15,7.32,19.06,14.52,20.53,37.51,29.41,34.44
Cebpe,143.06,125.83,102.08,135.71,142.38,134.33,116.59,152.14,189.36,247.66,267.22
Cebpg,5.31,3.35,5.85,1.85,2.55,5.9,10.5,6.19,7.31,3.11,3.13
Cebpz,66.48,64.3,80.03,79.31,68.82,47.99,45,52.71,40.15,41.92,93.93
Cebpzos,10.5,29.57,19.74,19.3,13.49,8.03,18.18,23.95,14.57,9.46,27.46
Cela1,17.54,433.79,16.08,37.47,13.6,30.64,22.24,0,346.15,3.17,12.76
Cela2a,42.43,609.62,16.93,54.55,19.01,29.66,10.73,0.79,260.05,0,2.77
Celf1,15.19,20.45,10.04,11.15,11.95,14.86,14.73,17.99,12.35,12.7,11.57
Celf2,162.16,166.34,193.38,181.8,165.55,134.5,112.59,145.12,99.13,145.72,119.8
Cemip2,9.66,13.43,13.97,14.75,19.34,6.68,5.42,11.89,5.54,10.78,4.63
Cenpa,13.8,8.78,20.02,14.2,9.13,15.26,7.07,7.4,1.76,6.39,21.75
Cenpb,1.09,5.54,2.63,3.56,1.55,2.94,4.09,2.07,2.43,2.27,1.11
Cenpc1,13.62,7.3,8.87,4.3,11.56,9.83,4.65,5.3,6.77,3.8,3.86
Cenpl,39.14,40.13,34.9,55.56,28.14,30.59,43.13,34.6,38.42,12.37,27.76
Cenpq,42.8,64.28,37.02,81.6,42.13,36,46.89,31.49,50.65,54.38,40.72
Cenpt,7.58,4.81,1.94,1.44,1.82,3.92,9.68,8.5,6,5.96,1.73
Cenpx,110.67,170.59,150.57,140.18,105.69,133.1,193.03,142.74,189.83,177.58,119.4
Cep104,1.12,2.19,1.51,6.71,4.36,5.26,1.52,3.42,2.5,2.2,0.95
Cep120,13.05,19.9,15.4,17.09,24.88,13.38,4.94,20.16,13.21,19.65,15
Cep135,4.05,5.06,3.07,8.21,3.08,2.4,5.96,3.07,2.43,3.18,5.3
Cep152,4.28,1.08,4.02,0.99,4.45,1.14,1.35,1.52,1.44,1.21,1.4
Cep162,4.23,1.02,2.98,1.29,1.72,0.24,0,2.32,1.04,2.32,0.35
Cep164,2.45,1.46,6.71,4.51,8.14,8.08,2.32,1.92,1.42,4.46,22.39
Cep170,9.91,4.89,7.66,4,12.94,6.79,6.52,6.64,4.88,7.82,9.87
Cep192,12.23,9.02,9.67,8.44,11.93,6.87,3.52,14.18,9.96,9.72,5.66
Cep250,14.1,3.12,16.6,5.54,5.93,2.17,1.65,2.15,2.08,1.29,1.63
Cep295,15.38,15.23,14.19,5.02,14.89,4.64,2.85,5.84,12.97,10.05,2.82
Cep350,6.48,4.4,3.59,3.95,6.2,2.57,6.58,5.84,3.32,5.11,8.04
Cep44,17.38,9.21,8.82,16.66,14.38,5.86,1.22,10.57,14.1,12.67,11.57
Cep57,23.65,10.79,23.59,12.9,17.04,18.85,13.6,19.29,5.28,6.42,5.97
Cep57l1,2.36,10.6,11.8,20.97,9.37,2.03,6.47,10.45,8.8,4.94,4.94
Cep63,15.76,28.6,12.54,11.53,5.59,15.57,11.93,3.92,7.48,6.95,7.44
Cep68,5.78,11.73,12.39,9.21,3.11,5.62,19.22,10.25,5.52,3.4,1.62
Cep83,68.23,59.95,65.02,47.38,79.27,22.24,44.36,49.47,24.92,42.05,40.59
Cep85,62.16,65.99,72.85,63.14,25.48,128.06,78.65,97.85,79.38,77.12,81.52
Cep85l,6.97,4.39,7.94,5.62,4.42,2.5,4.33,3.4,3.24,4.16,6.3
Cept1,82.14,120.95,96.9,80.51,121.61,80.14,68.8,74.8,43.95,77.77,55.36
Cerk,10.37,10.84,8.23,14.97,10.21,16.72,18.14,22.62,16.19,17.06,17.02
Cers2,56.76,72.98,72.81,69.95,60.12,34.27,53.85,50.56,48.15,55.47,55.98
Cers4,6.35,3.19,4.77,3,4.11,3.18,2.96,5.24,5.92,4.97,6.24
Cers5,28.51,32.21,23.19,19.75,22.66,14.37,15.4,20.56,3.67,9.18,7.44
Cers6,234.26,230.97,225.07,255.25,263.14,120.99,87.57,165.63,122.75,193.01,127.68
Cetn2,51,110.89,104.36,110.31,88.3,68.18,78.69,70.81,73.69,56.06,87.04
Cetn3,119.97,153.29,105.04,142.35,112.01,112.38,123.21,110.82,108.46,148.76,147.27
Cfap20,48.78,34.65,32.65,14.92,37.84,21.01,13.98,32.33,34.4,5.85,15.69
Cfap36,30.52,15.66,31.8,32.83,28.01,16.85,12,26.96,20.49,14.42,11.86
Cfap410,8.65,3.28,14.97,7.62,8.09,5.73,6.84,8.75,8.28,1.93,4.64
Cfap97,5.09,10.78,5.68,3.16,6.49,4.55,1.61,8.95,1.96,2.34,7.09
Cfb,0,0.56,0,2.33,0,3.89,9.15,1.22,1.77,7.3,3.41
Cfdp1,51.65,66.77,51.25,61.8,58.57,52.11,80.03,67.16,63.4,56.25,45.29
Cfl1,1344.99,1542.8,1462.3,1609.06,1562.07,1884.93,2039.12,1666.43,1812.7,1878.59,2015.15
Cfl2,36.14,34.11,52.01,38.03,38.19,46.24,17.59,31.7,9.79,31.72,36.65
Cflar,40.3,62.73,60.5,26.98,57.79,66.87,70.91,85.7,88.1,81.72,63.03
Cfp,5.77,4.87,4.08,11.76,7.92,2.51,9.3,10.8,3.69,5.31,5.31
Cgas,4.34,3.47,5.96,5.88,2.42,2.79,7.44,4.27,3.52,3.04,3.67
Cggbp1,49.87,51.43,79.38,72.15,57.87,39.47,57.08,52.07,56.55,55.58,55.87
Cgrrf1,33.16,26.1,27.57,18.82,15.05,22.85,28.95,47.89,14.87,26.64,12.28
Chac1,31.73,2.65,21.19,3.67,4.84,3.94,8.02,9.9,0.61,2.45,7.57
Chaf1b,13.63,7.59,5.61,9.74,13.45,1.72,3.19,5.86,2.19,5.73,6.41
Champ1,5.55,14.31,11.08,10.11,7.82,14.39,9.41,17.92,12.46,8.65,3.61
Chchd1,49.55,80.32,113.98,91.11,43.62,87.03,135.6,91.43,100.15,101.11,87.09
Chchd2,1006.56,679.2,857.07,609.77,503.9,674.72,654.28,957.76,629.99,506.59,535.15
Chchd3,63.38,45,76.07,49.84,58.16,54.86,51.31,62.57,42.2,41.17,60.56
Chchd4,5.46,11.24,4.49,7.55,6.93,5.51,9.22,9.08,3.01,5.89,13.14
Chchd5,10.29,17.66,7.42,3.34,7.9,7.33,6.04,2.95,4.8,9.55,4.43
Chchd7,34.29,31.19,42.72,26.54,53.03,39.54,27.86,46.08,60.67,49.21,34.43
Chd1,22.48,20.73,26.81,18.29,21.85,22.08,26.39,15.44,22.56,20.61,19.25
Chd1l,13.21,7.2,5.86,14.52,6.55,8.7,2.3,10.33,8.68,3.04,5.11
Chd2,74.98,76.29,81.66,57.26,70.01,101.89,65.86,64.06,71.09,61.16,44.34
Chd3,16.97,22.1,29.81,24.67,29.79,13.48,32,18.07,23.19,24.43,16.21
Chd4,16.93,38.55,17.07,29.64,22.48,27.74,35.65,21.15,34.77,28.01,23
Chd6,17.1,22.16,34.46,23.54,32.74,27.2,6.31,17.29,10.35,8.17,6.35
Chd7,112.45,133.03,85.55,99.31,91.82,51.09,48.77,55.31,81.42,66.83,62.45
Chd8,12.43,19.31,23.13,16.68,35.03,16.32,39.67,11.87,11.99,17.56,17.52
Chd9,52.77,37.49,32.29,40.45,64.3,53.59,51.12,55.43,39.34,33.69,52.32
Cherp,11.66,16.55,15.9,16.32,22.41,15.28,9.17,20.26,12.05,20.91,17.64
Chfr,23.13,53.2,43.17,45.97,52.33,35.84,36.03,43.65,35.98,39.68,26.08
Chic2,5.28,5.21,10.79,15.06,4.23,5.49,17.09,2.08,4,14.24,6.56
Chid1,15.38,3.06,4.43,2.94,4.74,3.69,1.32,4.17,1.45,3,8.04
Chka,195.45,39.49,56.87,70.77,56.77,196.95,145.69,225.34,138.17,160.65,207.68
Chkb,325.69,300.57,299.81,275.47,277,266.32,195.9,226.28,248.06,211.01,267.45
Chm,13.18,11.91,9.63,10.6,20.77,18.77,11.3,15.94,10.04,17.52,14.01
Chmp1a,55.65,80.61,69.47,48.66,62.38,74.3,47.04,40.31,49.18,49.92,41.41
Chmp1b,31.65,30.27,34.93,26.81,19.92,26.12,25.21,28.43,24.65,23.85,16.45
Chmp2a,178.03,242.92,266.75,253.57,211.02,220.67,273.04,256.92,244.62,274.06,224.59
Chmp2b,44.99,102.86,81.34,54.28,62.97,54.43,52.43,54.59,49.46,36.82,33.55
Chmp3,36.07,65.21,60.54,56.47,36.59,47.51,57.2,46.86,42.27,57.09,66.3
Chmp4b,4.03,3.37,7.48,4.85,5.36,4.28,8.73,4.11,4.68,10.58,6.54
Chmp5,93.87,132,130.4,121.16,122.85,96.9,67.09,108.76,102.4,100.57,87.97
Chmp6,8.76,13.18,16.03,19.52,14.02,8.37,6.73,15.33,10.46,9.97,10.06
Chmp7,13.94,5.53,3.96,5.12,3.24,3.68,1.21,6.6,2.07,3.09,2.17
Chn2,25.54,9.47,9.2,12.23,20.64,11.13,26.34,8.93,19.08,11.04,15.77
Chordc1,185.73,47.4,117.16,49.34,64.1,37.45,13.76,104.63,33.48,47.8,25.5
Chp1,98.5,161.97,101.66,159.68,133.77,98.45,101.31,106.68,70.34,82.28,86.25
Chpf,5.41,6.31,3.05,5.94,6.84,4.01,7.36,5,3.25,4.06,1.65
Chpf2,2.1,4.32,4.01,9.98,9.54,4.08,3.57,4.18,6.04,7.23,5.23
Chpt1,4.74,11.19,10.88,1.89,1.95,9.74,14.85,6.33,7.46,10.9,7.2
Chrac1,96.5,108.39,103.02,85.99,96.37,132.57,143.31,86.14,98.51,72.01,80.85
Chrm3,5.27,2.02,1.77,8.03,7.98,0,3.07,0.98,0,0.41,4.49
Chrna2,2.56,11.12,1.35,2.88,2.37,5.57,9.69,0.37,5.8,5.02,1.57
Chst12,16.39,6.19,9.03,13.91,10.97,4.25,3.43,7.35,9.75,18.41,18.65
Chst13,8.15,4.37,6.44,3.99,8.69,28.66,38.39,39.11,22.78,42.33,47.91
Chst15,46.46,50.73,39.17,49.06,70.63,38.26,45.66,42.69,35.31,54.01,84.7
Chsy1,11.06,11.12,10.19,5.86,15.59,5.96,2.93,11.79,6.18,7.79,9.61
Chtop,104.52,121.1,105.97,92.62,90.76,105.6,138.4,114.44,87.29,110.89,77.08
Chuk,52.07,21.15,35.98,44.07,30.14,21.12,28.88,17.03,25.94,33.67,27.21
Churc1,269.61,257.16,204.51,236.65,294.15,286.19,381.18,276.77,392.78,246.74,392.68
Ciao1,21.85,9.07,16.73,18.36,17.11,6.15,15.75,25.65,7.31,11.63,17.4
Ciao2a,43.08,74.95,54.27,59.86,46.68,53.79,39.5,54.86,45.75,59.52,64.87
Ciao2b,39.34,61.61,56.85,49.96,52.11,83.33,73.85,39.67,48.68,53.67,64.46
Ciao3,18.03,29.66,19.39,8.84,20.59,9.88,25.38,23.87,11.33,17.12,13.77
Ciapin1,28.31,52.02,66.6,41.67,46.22,69.51,73.65,68.9,62.88,49.8,63.14
Ciart,34.38,25.93,63.95,28.83,53.46,38.14,13.34,23.11,15.35,27.76,30.21
Cib1,194.71,266.14,224.22,308.17,199.23,198.07,212.16,268.95,369.63,270.29,214.22
Cic,17.51,18.12,15.44,12.22,34.79,41.18,29.83,56.09,43.59,23.55,39.11
Cideb,15.15,8.49,17.94,10.17,14.04,0.84,0.62,14.1,3.36,6.34,1.87
Cinp,7.28,9.98,6.02,11.54,7.64,18.39,7.85,9.05,5.86,23.32,10.77
Cipc,9.97,9.33,9.82,8.16,6.17,17.8,11.51,13.01,4.35,6.79,6.79
Cir1,17.4,13.24,14.33,11.15,17.38,14,2.02,3.31,4.09,11.88,4.04
Cirbp,181.88,239.76,143.14,171.62,186.71,216.32,142.54,95.22,144.51,110.42,105.71
Cisd2,95.12,107.42,78.09,122.41,72.89,115.12,105.96,77.12,97.29,73.56,103.3
Cish,30.86,12.82,23.15,12.72,21.56,34.85,38.69,60.18,42.36,48.12,50.73
Cited2,11.52,8.8,15.61,5.27,7.02,4.7,0,5.35,0.98,2.6,5.44
Ciz1,24.55,17.43,39.25,33.85,33.2,11.6,19.94,9.77,6.14,13.97,20.86
Ckap4,10.56,12.05,19.64,6.19,8.18,14.82,17.28,15.52,14.5,8.45,19.85
Ckap5,7.97,15.12,4.46,13.46,8.99,5.05,4.07,4.19,4.08,2.54,8.16
Ckb,76.16,64.46,77.22,70.05,99.57,55.48,52.92,68.45,54.99,57.74,65.13
Cklf,355.08,406.51,352.39,336.53,360.55,349.07,309.94,330.02,406.37,370.43,336.92
Cks2,2227.12,1809.91,2600.27,2015.27,2368.55,2655.59,2870.36,2890.7,2694.25,2969.81,3257.13
Clasp1,13.54,8.15,12.77,9.77,21.25,11.75,8.77,11.73,14.34,12.79,10.53
Clasp2,10.22,10.84,8.5,8.61,10.64,8.66,5.36,2.91,4.41,6.99,10.25
Clasrp,17.43,20.03,20.6,16.21,18.95,12.25,17.61,11.81,8.72,19.29,15.77
Clcc1,8.77,35.61,38.08,17.51,28.58,20.26,28.31,27.23,7.08,19.75,17.61
Clcf1,35.86,30.52,10.01,24.12,67.13,11.25,9.84,11.44,9.97,27.25,17.75
Clcn3,18.41,11.44,7.67,12.84,10.25,6.63,6.4,14.14,6.92,9.56,7.21
Clcn4,51.82,70.48,96.65,56.32,58.09,48.4,61.24,67.07,41.93,38.36,39.26
Clcn5,1.31,1.29,0.34,0.67,0.37,1.59,0.63,1.39,0.72,1.35,7.19
Clcn6,7.2,8.57,7.24,5.68,7.46,5.68,5.45,4.46,1.43,4.94,5.33
Clcn7,18.8,14.75,12.07,12.74,18.37,24.68,17.66,14.25,16.27,15.77,12.92
Cldnd1,8.39,17.26,18.19,15.36,29.7,26.96,16.23,22.67,17.75,15.37,17.43
Clec12a,3.34,0.54,0,0.22,0.27,8.07,13.03,7.32,9.86,5.47,7.56
Clec16a,35.35,18.62,22.13,21.81,26.06,15.83,13.75,20.03,11.05,24.92,27.66
Clec4a2,2.62,9.52,7.21,5.53,14.07,49.74,56.2,39.52,90.85,35.03,63.32
Clec4a4,257.48,702.51,467.9,743.36,491.03,331.95,425.52,289.91,338.85,274.91,263.63
Clec4b1,17.06,34.13,14.32,28.16,20.52,26.28,17.72,16.38,20.79,8.37,9.7
Clec4b2,53.13,73.85,82.49,57.05,28.75,53.44,30.23,68.87,74.93,36.01,32.82
Clec4d,24.01,24.25,18.43,9.76,2.86,23.33,65.56,24.26,37.58,16.52,16.65
Clec4e,95.03,132.24,124.96,72.71,118.01,500.37,458.86,504.12,369.69,434.09,494.53
Clec4n,32.88,20.76,18.86,8.75,48.41,25.4,41.48,52.54,15.43,24.19,11.4
Clic1,218.76,365.72,277.93,413.21,334.37,339.66,483.68,325.12,427.01,355.76,325.59
Clic4,16.35,34.3,15.84,36.35,21.71,36.01,32.12,20.17,25.88,20.12,26.08
Clint1,63.35,93.13,64.89,95.07,67.75,79.18,93.6,70.84,90.73,65.36,62.9
Clip1,38.03,29.88,42.06,22.97,30.34,23.39,12.1,24.6,10.34,16.54,17.96
Clip2,2.97,2.06,2.39,1.61,2.07,1.36,0.87,0.9,0.45,2.63,0.33
Clk1,596.75,569.05,694.12,614.53,731.24,456.48,322.64,555.16,395.23,505.11,502.63
Clk2,13.7,23.77,13.37,13.35,12.34,17.54,8.51,11.96,20.7,8.9,10.09
Clk3,151.73,134.43,144.64,144.75,115.38,93.16,105.99,140.51,79.16,106.97,119.23
Clk4,242.05,221.04,342.94,243.83,253.47,270.54,193.18,228.96,131.95,191.82,148.24
Cln3,392.46,353.95,467.15,315.35,377.84,280.56,150.43,343.08,237.52,171.03,205.15
Cln5,34.63,40.49,34.42,29.86,35.51,60.3,41.18,75.45,27.66,42.1,44.34
Cln6,3,5.08,7.42,4.28,4.02,3.39,1.98,7.26,0,4.16,1.1
Cln8,15.56,3.43,7.79,3.5,12.17,4.43,3.12,3.25,8.73,5.53,4.11
Clns1a,40.2,60.12,42.5,29.69,46.33,45.67,47.68,44.56,34.1,32.64,39.9
Clock,3.26,3.39,1.57,1.44,7.24,3.76,1.58,1.94,3.66,3.35,1.21
Clp1,69.7,79.04,76.58,63.39,47.71,36.36,28.19,35.77,64.67,37.95,46.34
Clpp,37.6,16.44,21.85,17.83,27.1,9.51,29.03,19.76,17.58,9.5,16.13
Clptm1,12.15,16.26,8.88,18.11,10.33,21.13,25.31,14.87,8.58,12.68,13.57
Clptm1l,56.57,48.6,67.55,62.62,34.73,82.65,68.28,55.75,88.54,67.67,75.48
Clpx,27.67,13.1,11.86,11.64,12.5,12.45,17.13,26,6.54,7.13,7.02
Clta,224.13,182.27,214.85,208.33,209.71,218.49,199.41,295.64,252.15,234.58,183.4
Cltc,66.84,102.52,81.04,102.38,100.97,90.59,80.79,60.89,69.38,87.44,75.53
Cluap1,10.45,4.4,6.27,15.79,13.8,8.78,12.54,8.52,7.51,5.79,1.8
Cluh,1.54,2.91,0.22,3.8,2.64,1.14,3.58,2.22,3.58,2.2,2.04
Cmah,5.46,3.04,5.57,6.03,10.25,6.22,1.4,3.19,1.6,3.28,5.87
Cmas,9.58,13.68,5.2,7.18,8.8,5.25,4.55,13.66,5.32,5.75,6.74
Cmc1,16.21,16.69,17.73,27.64,25.86,13.59,29.63,21.75,22.92,27.17,32.73
Cmc2,60.67,46.28,31.35,60.3,56.35,60.14,44.12,30.3,104.77,52.49,89.56
Cmc4,27.1,6.18,36.4,13.31,15.82,5.49,12.81,5.32,5.9,2.55,6.14
Cmip,116.26,119.65,122.99,116.87,100.98,121.81,121.61,105.36,77.4,105.06,95.75
Cmpk1,20.72,29.9,28.06,33.01,41.44,48.74,30.02,45.81,35.51,45.26,47.05
Cmtm3,5.02,3.15,4.74,12.87,7.59,5.09,4.29,3.66,4.79,7.48,11.16
Cmtm6,59.71,66.09,48.7,75.56,70.26,59.58,54.99,71.36,28.91,56.19,39.51
Cmtm7,133.45,129.71,85.69,153.89,158.77,158.71,183.13,206.11,190.26,198.35,236.56
Cmtr1,37.32,41.21,42.19,41.42,42.71,11.41,24.65,13.05,7.65,19.7,40.87
Cnbp,947.39,1470.27,1130.15,1226.9,962.94,901.67,1057.59,934.67,758.51,650.63,702.67
Cndp2,37.89,35.68,35.48,32.2,34.59,28.38,31.86,23.06,14.34,24.76,18.59
Cnep1r1,23.5,34.68,21.35,14.27,23.61,14.97,12.52,10.83,18.39,18.03,17.14
Cnih1,47.12,41.57,64.21,50.74,41.28,50.23,53.75,33.09,60.37,47.54,49.85
Cnih4,59.81,99.55,116.91,80.97,107.1,86.26,108.57,63.58,109.61,59.61,65.56
Cnksr3,2.71,2.36,3.15,1.53,3.67,0,0,0.26,3.47,2.19,0.23
Cnn2,259.25,305.56,272.45,320.73,355.69,310.95,271.57,277.13,223.98,265.8,321.69
Cnnm3,2.62,0.84,4.4,3.43,1.55,0.39,4.17,5.55,1.35,1.01,3.03
Cnnm4,10.5,13.21,16.79,11.87,8.93,9.75,7.08,9.36,4.08,5.43,13.46
Cnot1,31.95,68.16,31.68,60.42,30.34,31.25,34.17,27.88,34.23,23.32,29.39
Cnot10,26.77,14.95,14.21,10.35,22.05,13.49,14.79,11.03,5.85,5.87,15.92
Cnot11,8.31,0.99,4.25,4.82,2.95,16.44,2.64,7.43,2.29,3.93,4.7
Cnot2,51.01,57.15,43.51,51.65,71.47,34.48,34.88,39.54,22.46,41.39,46.67
Cnot3,30.37,21.29,24.96,20.01,27.35,25.27,9.34,21.65,22.5,15.72,16.65
Cnot4,17.02,23.17,18.87,21.98,19.14,19.84,16.22,19.91,12.77,14.23,11.56
Cnot6,20.66,27.85,11.59,15.49,4.04,8.32,13.42,15.2,11.77,9.87,12.26
Cnot6l,126.75,132.41,134.21,137.74,138.02,69.55,74.76,83.69,47.67,72.11,80.38
Cnot7,50.86,64.18,45.53,59.69,80.45,73.5,87.24,38.25,58.24,36.41,55.15
Cnot8,72.04,68.81,76.38,55.02,63.2,53.34,44.23,61.07,38.91,47.57,33.07
Cnot9,13.11,27.06,17.54,16.96,12.96,5.02,13.56,13.83,10.43,10.53,14.1
Cnp,5.12,6.96,5.58,7.19,9.47,6.53,2.48,6.93,10.41,7.42,7.6
Cnppd1,145.34,162.39,133.85,98.53,165.83,130.35,127.24,127.29,112.03,107.79,122.23
Cnpy2,20.78,33.47,27.8,32.4,40.88,28.76,44.6,52.71,56.55,56.69,31.16
Cnpy3,116.19,189.21,189.1,202.21,175.6,155.14,143.77,115.96,133.16,112.54,110.58
Cnpy4,8.17,4.18,8.95,6.01,2.65,5.85,2.54,9.69,6.08,2.81,2.45
Cnr2,36.36,43.87,57.75,31.84,51.47,40.73,28.63,45.12,38.58,25.22,31.74
Cnst,8,7.89,6.19,3.92,6.72,6.44,1.8,5.42,1.87,7.47,5.97
Cntln,2.28,3.98,11.29,4.56,5.7,3.21,4.67,1.53,8.51,2.76,2.02
Cntrl,40.8,24.85,25.41,30.27,14.26,17.78,30.64,15.49,25.99,22.76,16.75
Cntrob,6.09,12.09,7.4,8.44,6.52,13.41,16.05,10.88,1.43,23.36,16.9
Coa3,46.05,80.99,52.35,108.56,55.36,47.69,57.21,67.45,66.68,57.02,63.01
Coa4,14.65,5.38,5.98,3.21,5.2,11.69,15.44,18.26,12.84,9.45,25.56
